train_loss,train_accuracy,epoch,step,validation_loss,validation_accuracy
0.09785263240337372,1.0,7,55,,
,,7,55,0.0854526236653328,1.0
0.14009523391723633,0.9375,8,56,,
0.1651378720998764,1.0,8,57,,
0.20180106163024902,0.9375,8,58,,
0.11057955026626587,1.0,8,59,,
0.05831678956747055,1.0,8,60,,
0.06544695794582367,1.0,8,61,,
0.24266058206558228,0.9230769276618958,8,62,,
,,8,62,0.09307922422885895,1.0
0.19387944042682648,0.9375,9,63,,
0.1480671465396881,0.875,9,64,,
0.06054668128490448,1.0,9,65,,
0.19373174011707306,0.875,9,66,,
0.14042048156261444,0.9375,9,67,,
0.09699675440788269,1.0,9,68,,
0.09099637717008591,1.0,9,69,,
,,9,69,0.07558856904506683,1.0
0.04613722488284111,1.0,10,70,,
0.07438737154006958,1.0,10,71,,
0.1742153763771057,0.9375,10,72,,
0.07217443734407425,1.0,10,73,,
0.21581079065799713,0.875,10,74,,
0.22587528824806213,0.9375,10,75,,
0.03608245030045509,1.0,10,76,,
,,10,76,0.0672672912478447,1.0
0.06155902147293091,1.0,11,77,,
0.1472349762916565,0.9375,11,78,,
0.12252701818943024,0.9375,11,79,,
0.1725980043411255,0.9375,11,80,,
0.05409470200538635,1.0,11,81,,
0.14045250415802002,0.9375,11,82,,
0.07638181000947952,1.0,11,83,,
,,11,83,0.06265497952699661,1.0
0.13358132541179657,0.9375,12,84,,
0.07229682803153992,1.0,12,85,,
0.213994562625885,0.875,12,86,,
0.17869530618190765,0.9375,12,87,,
0.07029499858617783,1.0,12,88,,
0.041586700826883316,1.0,12,89,,
0.07473944127559662,1.0,12,90,,
,,12,90,0.059395331889390945,1.0
0.07559184730052948,0.9375,13,91,,
0.03619736433029175,1.0,13,92,,
0.08080342411994934,0.9375,13,93,,
0.20023532211780548,0.9375,13,94,,
0.06511291861534119,1.0,13,95,,
0.08209535479545593,1.0,13,96,,
0.16962751746177673,0.9230769276618958,13,97,,
,,13,97,0.0531051866710186,1.0
0.09290711581707001,0.9375,14,98,,
0.11506931483745575,0.9375,14,99,,
0.05639316886663437,1.0,14,100,,
0.07526066154241562,1.0,14,101,,
0.12248710542917252,0.9375,14,102,,
0.10233644396066666,1.0,14,103,,
0.08764847368001938,0.9230769276618958,14,104,,
,,14,104,0.05259065330028534,1.0
0.20448309183120728,0.875,15,105,,
0.09221583604812622,1.0,15,106,,
0.06739389151334763,1.0,15,107,,
0.04784535989165306,1.0,15,108,,
0.020038845017552376,1.0,15,109,,
0.09226823598146439,1.0,15,110,,
0.07082220911979675,1.0,15,111,,
,,15,111,0.049401238560676575,1.0
0.06714001297950745,1.0,16,112,,
0.10673916339874268,1.0,16,113,,
0.07808292657136917,1.0,16,114,,
0.09406591206789017,0.9375,16,115,,
0.07353769987821579,1.0,16,116,,
0.04020430147647858,1.0,16,117,,
0.12304851412773132,0.9230769276618958,16,118,,
,,16,118,0.044190652668476105,1.0
0.0700521171092987,1.0,17,119,,
0.02969302423298359,1.0,17,120,,
0.17290708422660828,0.875,17,121,,
0.07488510012626648,1.0,17,122,,
0.11927732825279236,0.9375,17,123,,
0.059603989124298096,1.0,17,124,,
0.03081170842051506,1.0,17,125,,
,,17,125,0.04855070635676384,1.0
0.058417532593011856,1.0,18,126,,
0.09970270097255707,1.0,18,127,,
0.0767911747097969,1.0,18,128,,
0.0430988185107708,1.0,18,129,,
0.03570786863565445,1.0,18,130,,
0.15748697519302368,0.9375,18,131,,
0.11185009777545929,0.9230769276618958,18,132,,
,,18,132,0.0406096875667572,1.0
0.027535293251276016,1.0,19,133,,
0.09316952526569366,1.0,19,134,,
0.14738298952579498,0.9375,19,135,,
0.050253596156835556,1.0,19,136,,
0.07327684760093689,1.0,19,137,,
0.03586098551750183,1.0,19,138,,
0.09963881224393845,0.9230769276618958,19,139,,
,,19,139,0.05604298785328865,1.0
